Trddt,Agmtcd,Clsprc,Stprc,Opint,Basis,X,Index_num,dt,Spot,Basis_Adj,X_Adj,rf_1m,rf_2m,rf_3m,rf_6m
2016/12/14,IC1701,6105.6,6132.4,13201,-133.899,0,2,37,6239.499,-107.099,-1,2.4976,2.639,2.5396,2.6088
2016/12/14,IC1703,5909,5963.6,8077,-330.499,0,2,93,6239.499,-275.899,-1,2.4976,2.639,2.5396,2.6088
2016/12/14,IC1706,5684.6,5736,3653,-554.899,0,2,184,6239.499,-503.499,-1,2.4976,2.639,2.5396,2.6088
2016/12/14,IF1612,3371.6,3385.6,10451,-7.345,0,1,2,3378.945,6.655,1,2.4976,2.639,2.5396,2.6088
2016/12/14,IF1701,3345.2,3361,19334,-33.745,0,1,37,3378.945,-17.945,-1,2.4976,2.639,2.5396,2.6088
2016/12/14,IF1703,3299,3313,8775,-79.945,0,1,93,3378.945,-65.945,-1,2.4976,2.639,2.5396,2.6088
2016/12/14,IF1706,3236.4,3258.4,1458,-142.545,0,1,184,3378.945,-120.545,-1,2.4976,2.639,2.5396,2.6088
2016/12/14,IH1612,2358.8,2370.4,7887,-1.579,0,3,2,2360.379,10.021,1,2.4976,2.639,2.5396,2.6088
2016/12/14,IH1701,2348.2,2361.6,11218,-12.179,0,3,37,2360.379,1.221,1,2.4976,2.639,2.5396,2.6088
2016/12/14,IH1703,2328.6,2340.6,4678,-31.779,0,3,93,2360.379,-19.779,-1,2.4976,2.639,2.5396,2.6088
2016/12/14,IH1706,2320,2317.6,1117,-40.379,0,3,184,2360.379,-42.779,-1,2.4976,2.639,2.5396,2.6088
2016/12/21,IC1701,6256.6,6238.2,19406,-91.006,0,2,30,6347.606,-109.406,-1,2.9531,3.0375,3.0908,3.0312
2016/12/21,IC1702,6171,6146.2,322,-176.606,0,2,58,6347.606,-201.406,-1,2.9531,3.0375,3.0908,3.0312
2016/12/21,IC1703,6086.6,6065,8045,-261.006,0,2,86,6347.606,-282.606,-1,2.9531,3.0375,3.0908,3.0312
2016/12/21,IC1706,5858.2,5840.2,4061,-489.406,0,2,177,6347.606,-507.406,-1,2.9531,3.0375,3.0908,3.0312
2016/12/21,IF1701,3310,3304.6,28111,-28.536,0,1,30,3338.536,-33.936,-1,2.9531,3.0375,3.0908,3.0312
2016/12/21,IF1702,3291.6,3286,256,-46.936,0,1,58,3338.536,-52.536,-1,2.9531,3.0375,3.0908,3.0312
2016/12/21,IF1703,3268.8,3262.4,9423,-69.736,0,1,86,3338.536,-76.136,-1,2.9531,3.0375,3.0908,3.0312
2016/12/21,IF1706,3218.4,3213.4,1576,-120.136,0,1,177,3338.536,-125.136,-1,2.9531,3.0375,3.0908,3.0312
2016/12/21,IH1701,2290.2,2286.8,17200,-7.171,0,3,30,2297.371,-10.571,-1,2.9531,3.0375,3.0908,3.0312
2016/12/21,IH1702,2279.4,2276,147,-17.971,0,3,58,2297.371,-21.371,-1,2.9531,3.0375,3.0908,3.0312
2016/12/21,IH1703,2270,2267.2,5685,-27.371,0,3,86,2297.371,-30.171,-1,2.9531,3.0375,3.0908,3.0312
2016/12/21,IH1706,2246,2242.2,1246,-51.371,0,3,177,2297.371,-55.171,-1,2.9531,3.0375,3.0908,3.0312
2016/12/28,IC1701,6218,6214.4,19652,-52.24,0,2,23,6270.24,-55.84,-1,2.8118,2.8478,2.8563,2.8968
2016/12/28,IC1702,6131.8,6131.2,703,-138.44,0,2,51,6270.24,-139.04,-1,2.8118,2.8478,2.8563,2.8968
2016/12/28,IC1703,6054.8,6057.2,7964,-215.44,0,2,79,6270.24,-213.04,-1,2.8118,2.8478,2.8563,2.8968
2016/12/28,IC1706,5832,5838,4469,-438.24,0,2,170,6270.24,-432.24,-1,2.8118,2.8478,2.8563,2.8968
2016/12/28,IF1701,3281.4,3277.4,28054,-20.489,0,1,23,3301.889,-24.489,-1,2.8118,2.8478,2.8563,2.8968
2016/12/28,IF1702,3257.4,3255.8,750,-44.489,0,1,51,3301.889,-46.089,-1,2.8118,2.8478,2.8563,2.8968
2016/12/28,IF1703,3233.6,3230.8,9627,-68.289,0,1,79,3301.889,-71.089,-1,2.8118,2.8478,2.8563,2.8968
2016/12/28,IF1706,3189,3183.6,1721,-112.889,0,1,170,3301.889,-118.289,-1,2.8118,2.8478,2.8563,2.8968
2016/12/28,IH1701,2268,2265.4,17578,-9.176,0,3,23,2277.176,-11.776,-1,2.8118,2.8478,2.8563,2.8968
2016/12/28,IH1702,2255.8,2253.4,348,-21.376,0,3,51,2277.176,-23.776,-1,2.8118,2.8478,2.8563,2.8968
2016/12/28,IH1703,2246,2243.2,6041,-31.176,0,3,79,2277.176,-33.976,-1,2.8118,2.8478,2.8563,2.8968
2016/12/28,IH1706,2224.2,2222.2,1333,-52.976,0,3,170,2277.176,-54.976,-1,2.8118,2.8478,2.8563,2.8968
2017/1/4,IC1701,6367,6361,19127,-27.669,0,2,16,6394.669,-33.669,-1,2.4796,2.6257,2.6431,2.6687
2017/1/4,IC1702,6295.8,6288,1362,-98.869,0,2,44,6394.669,-106.669,-1,2.4796,2.6257,2.6431,2.6687
2017/1/4,IC1703,6236.8,6233.8,8250,-157.869,0,2,72,6394.669,-160.869,-1,2.4796,2.6257,2.6431,2.6687
2017/1/4,IC1706,6067.4,6058.2,4747,-327.269,0,2,163,6394.669,-336.469,-1,2.4796,2.6257,2.6431,2.6687
2017/1/4,IF1701,3358.4,3357.2,27247,-9.912,0,1,16,3368.312,-11.112,-1,2.4796,2.6257,2.6431,2.6687
2017/1/4,IF1702,3340,3337.8,1657,-28.312,0,1,44,3368.312,-30.512,-1,2.4796,2.6257,2.6431,2.6687
2017/1/4,IF1703,3322,3318,9762,-46.312,0,1,72,3368.312,-50.312,-1,2.4796,2.6257,2.6431,2.6687
2017/1/4,IF1706,3267.4,3263.4,1741,-100.912,0,1,163,3368.312,-104.912,-1,2.4796,2.6257,2.6431,2.6687
2017/1/4,IH1701,2313.6,2314.2,17889,-8.606,0,3,16,2322.206,-8.006,-1,2.4796,2.6257,2.6431,2.6687
2017/1/4,IH1702,2305.8,2305.4,1054,-16.406,0,3,44,2322.206,-16.806,-1,2.4796,2.6257,2.6431,2.6687
2017/1/4,IH1703,2294.4,2296.4,6319,-27.806,0,3,72,2322.206,-25.806,-1,2.4796,2.6257,2.6431,2.6687
2017/1/4,IH1706,2272,2274,1415,-50.206,0,3,163,2322.206,-48.206,-1,2.4796,2.6257,2.6431,2.6687
2017/1/11,IC1701,6297.6,6310.6,17681,-34.364,0,2,9,6331.964,-21.364,-1,2.4163,2.5816,2.6057,2.6583
2017/1/11,IC1702,6218.2,6228.8,3080,-113.764,0,2,37,6331.964,-103.164,-1,2.4163,2.5816,2.6057,2.6583
2017/1/11,IC1703,6160.2,6171,8697,-171.764,0,2,65,6331.964,-160.964,-1,2.4163,2.5816,2.6057,2.6583
2017/1/11,IC1706,6004,6007.4,5128,-327.964,0,2,156,6331.964,-324.564,-1,2.4163,2.5816,2.6057,2.6583
2017/1/11,IF1701,3323,3328.6,26052,-11.495,0,1,9,3334.495,-5.895,-1,2.4163,2.5816,2.6057,2.6583
2017/1/11,IF1702,3301,3308.4,3781,-33.495,0,1,37,3334.495,-26.095,-1,2.4163,2.5816,2.6057,2.6583
2017/1/11,IF1703,3279.2,3285.4,11089,-55.295,0,1,65,3334.495,-49.095,-1,2.4163,2.5816,2.6057,2.6583
2017/1/11,IF1706,3235,3239.6,1893,-99.495,0,1,156,3334.495,-94.895,-1,2.4163,2.5816,2.6057,2.6583
2017/1/11,IH1701,2298.6,2301.6,16277,-1.875,0,3,9,2300.475,1.125,1,2.4163,2.5816,2.6057,2.6583
2017/1/11,IH1702,2289,2293.4,3370,-11.475,0,3,37,2300.475,-7.075,-1,2.4163,2.5816,2.6057,2.6583
2017/1/11,IH1703,2281,2285.2,6711,-19.475,0,3,65,2300.475,-15.275,-1,2.4163,2.5816,2.6057,2.6583
2017/1/11,IH1706,2255,2260.6,1559,-45.475,0,3,156,2300.475,-39.875,-1,2.4163,2.5816,2.6057,2.6583
2017/1/18,IC1701,6073.8,6079.2,9022,5.207,1,2,2,6068.593,10.607,1,2.5058,2.5555,2.6025,2.6494
2017/1/18,IC1702,6001.6,6002.2,11064,-66.993,0,2,30,6068.593,-66.393,-1,2.5058,2.5555,2.6025,2.6494
2017/1/18,IC1703,5920,5921.8,8324,-148.593,0,2,58,6068.593,-146.793,-1,2.5058,2.5555,2.6025,2.6494
2017/1/18,IC1706,5750,5754.8,5432,-318.593,0,2,149,6068.593,-313.793,-1,2.5058,2.5555,2.6025,2.6494
2017/1/18,IF1701,3345,3343,11646,5.635,1,1,2,3339.365,3.635,1,2.5058,2.5555,2.6025,2.6494
2017/1/18,IF1702,3326.4,3324,15491,-12.965,0,1,30,3339.365,-15.365,-1,2.5058,2.5555,2.6025,2.6494
2017/1/18,IF1703,3306.8,3303.2,12077,-32.565,0,1,58,3339.365,-36.165,-1,2.5058,2.5555,2.6025,2.6494
2017/1/18,IF1706,3248.2,3250.4,1989,-91.165,0,1,149,3339.365,-88.965,-1,2.5058,2.5555,2.6025,2.6494
2017/1/18,IH1701,2345,2345.6,6615,2.225,1,3,2,2342.775,2.825,1,2.5058,2.5555,2.6025,2.6494
2017/1/18,IH1702,2338.4,2339.4,11841,-4.375,0,3,30,2342.775,-3.375,-1,2.5058,2.5555,2.6025,2.6494
2017/1/18,IH1703,2332.6,2331.2,7012,-10.175,0,3,58,2342.775,-11.575,-1,2.5058,2.5555,2.6025,2.6494
2017/1/18,IH1706,2301.8,2303.4,1757,-40.975,0,3,149,2342.775,-39.375,-1,2.5058,2.5555,2.6025,2.6494
2017/1/25,IC1702,6155,6145.4,16893,-24.568,0,2,23,6179.568,-34.168,-1,2.3552,2.4172,2.5307,2.6141
2017/1/25,IC1703,6100,6090.4,9426,-79.568,0,2,51,6179.568,-89.168,-1,2.3552,2.4172,2.5307,2.6141
2017/1/25,IC1706,5944,5936.2,5166,-235.568,0,2,142,6179.568,-243.368,-1,2.3552,2.4172,2.5307,2.6141
2017/1/25,IC1709,5835,5825.2,455,-344.568,0,2,233,6179.568,-354.368,-1,2.3552,2.4172,2.5307,2.6141
2017/1/25,IF1702,3369.2,3363.8,21779,-6.704,0,1,23,3375.904,-12.104,-1,2.3552,2.4172,2.5307,2.6141
2017/1/25,IF1703,3355.8,3351.4,13540,-20.104,0,1,51,3375.904,-24.504,-1,2.3552,2.4172,2.5307,2.6141
2017/1/25,IF1706,3300.6,3296.4,2228,-75.304,0,1,142,3375.904,-79.504,-1,2.3552,2.4172,2.5307,2.6141
2017/1/25,IF1709,3263.2,3260,229,-112.704,0,1,233,3375.904,-115.904,-1,2.3552,2.4172,2.5307,2.6141
2017/1/25,IH1702,2358.8,2356.4,15842,0.103,1,3,23,2358.697,-2.297,-1,2.3552,2.4172,2.5307,2.6141
2017/1/25,IH1703,2357.8,2354,7596,-0.897,0,3,51,2358.697,-4.697,-1,2.3552,2.4172,2.5307,2.6141
2017/1/25,IH1706,2327.4,2327,1810,-31.297,0,3,142,2358.697,-31.697,-1,2.3552,2.4172,2.5307,2.6141
2017/1/25,IH1709,2297.2,2292.6,220,-61.497,0,3,233,2358.697,-66.097,-1,2.3552,2.4172,2.5307,2.6141
2017/2/8,IC1702,6246.6,6245,15080,-44.998,0,2,9,6291.598,-46.598,-1,2.4305,2.4995,2.6272,2.7013
2017/2/8,IC1703,6174.4,6168.8,10934,-117.198,0,2,37,6291.598,-122.798,-1,2.4305,2.4995,2.6272,2.7013
2017/2/8,IC1706,5990,5974.6,5615,-301.598,0,2,128,6291.598,-316.998,-1,2.4305,2.4995,2.6272,2.7013
2017/2/8,IC1709,5862.6,5853.6,708,-428.998,0,2,219,6291.598,-437.998,-1,2.4305,2.4995,2.6272,2.7013
2017/2/8,IF1702,3369.4,3364.8,20500,-13.888,0,1,9,3383.288,-18.488,-1,2.4305,2.4995,2.6272,2.7013
2017/2/8,IF1703,3356,3351,15649,-27.288,0,1,37,3383.288,-32.288,-1,2.4305,2.4995,2.6272,2.7013
2017/2/8,IF1706,3306.8,3301.6,2412,-76.488,0,1,128,3383.288,-81.688,-1,2.4305,2.4995,2.6272,2.7013
2017/2/8,IF1709,3260.6,3256.2,393,-122.688,0,1,219,3383.288,-127.088,-1,2.4305,2.4995,2.6272,2.7013
2017/2/8,IH1702,2344,2340.6,14614,-2.426,0,3,9,2346.426,-5.826,-1,2.4305,2.4995,2.6272,2.7013
2017/2/8,IH1703,2340.8,2338,9564,-5.626,0,3,37,2346.426,-8.426,-1,2.4305,2.4995,2.6272,2.7013
2017/2/8,IH1706,2324.4,2319.4,2191,-22.026,0,3,128,2346.426,-27.026,-1,2.4305,2.4995,2.6272,2.7013
2017/2/8,IH1709,2288.6,2282,523,-57.826,0,3,219,2346.426,-64.426,-1,2.4305,2.4995,2.6272,2.7013
2017/2/15,IC1702,6289.6,6302.4,7294,-22.096,0,2,2,6311.696,-9.296,-1,2.4073,2.5386,2.6234,2.6996
2017/2/15,IC1703,6200.2,6212.2,16712,-111.496,0,2,30,6311.696,-99.496,-1,2.4073,2.5386,2.6234,2.6996
2017/2/15,IC1706,5975,5983.8,6131,-336.696,0,2,121,6311.696,-327.896,-1,2.4073,2.5386,2.6234,2.6996
2017/2/15,IC1709,5829,5847,1192,-482.696,0,2,212,6311.696,-464.696,-1,2.4073,2.5386,2.6234,2.6996
2017/2/15,IF1702,3410.2,3418.8,9226,-11.513,0,1,2,3421.713,-2.913,-1,2.4073,2.5386,2.6234,2.6996
2017/2/15,IF1703,3390,3397.8,25124,-31.713,0,1,30,3421.713,-23.913,-1,2.4073,2.5386,2.6234,2.6996
2017/2/15,IF1706,3340.2,3346,3148,-81.513,0,1,121,3421.713,-75.713,-1,2.4073,2.5386,2.6234,2.6996
2017/2/15,IF1709,3291.2,3296.8,627,-130.513,0,1,212,3421.713,-124.913,-1,2.4073,2.5386,2.6234,2.6996
2017/2/15,IH1702,2366.6,2372.2,6082,-5.592,0,3,2,2372.192,0.008,1,2.4073,2.5386,2.6234,2.6996
2017/2/15,IH1703,2364.2,2369.6,18398,-7.992,0,3,30,2372.192,-2.592,-1,2.4073,2.5386,2.6234,2.6996
2017/2/15,IH1706,2347.6,2351,2923,-24.592,0,3,121,2372.192,-21.192,-1,2.4073,2.5386,2.6234,2.6996
2017/2/15,IH1709,2305.6,2310.8,790,-66.592,0,3,212,2372.192,-61.392,-1,2.4073,2.5386,2.6234,2.6996
2017/2/22,IC1703,6389.6,6382.2,24194,-84.625,0,2,23,6474.225,-92.025,-1,2.4905,2.514,2.6173,2.6511
2017/2/22,IC1704,6315.4,6304.4,989,-158.825,0,2,58,6474.225,-169.825,-1,2.4905,2.514,2.6173,2.6511
2017/2/22,IC1706,6186.2,6174.8,6789,-288.025,0,2,114,6474.225,-299.425,-1,2.4905,2.514,2.6173,2.6511
2017/2/22,IC1709,6013.2,6004,1818,-461.025,0,2,205,6474.225,-470.225,-1,2.4905,2.514,2.6173,2.6511
2017/2/22,IF1703,3467,3463.4,37941,-22.757,0,1,23,3489.757,-26.357,-1,2.4905,2.514,2.6173,2.6511
2017/2/22,IF1704,3452.8,3449.4,1023,-36.957,0,1,58,3489.757,-40.357,-1,2.4905,2.514,2.6173,2.6511
2017/2/22,IF1706,3419.2,3413.8,4747,-70.557,0,1,114,3489.757,-75.957,-1,2.4905,2.514,2.6173,2.6511
2017/2/22,IF1709,3373.2,3367.8,1464,-116.557,0,1,205,3489.757,-121.957,-1,2.4905,2.514,2.6173,2.6511
2017/2/22,IH1703,2391.6,2388.8,24517,-6.592,0,3,23,2398.192,-9.392,-1,2.4905,2.514,2.6173,2.6511
2017/2/22,IH1704,2388,2384.4,1095,-10.192,0,3,58,2398.192,-13.792,-1,2.4905,2.514,2.6173,2.6511
2017/2/22,IH1706,2377.6,2373.6,3682,-20.592,0,3,114,2398.192,-24.592,-1,2.4905,2.514,2.6173,2.6511
2017/2/22,IH1709,2343,2340,1373,-55.192,0,3,205,2398.192,-58.192,-1,2.4905,2.514,2.6173,2.6511
2017/3/1,IC1703,6397.8,6406.8,24130,-69.839,0,2,16,6467.639,-60.839,-1,2.5823,2.5766,2.6104,2.6412
2017/3/1,IC1704,6322.2,6335,2831,-145.439,0,2,51,6467.639,-132.639,-1,2.5823,2.5766,2.6104,2.6412
2017/3/1,IC1706,6191.8,6196.8,7078,-275.839,0,2,107,6467.639,-270.839,-1,2.5823,2.5766,2.6104,2.6412
2017/3/1,IC1709,6014.4,6023.6,2198,-453.239,0,2,198,6467.639,-444.039,-1,2.5823,2.5766,2.6104,2.6412
2017/3/1,IF1703,3435.2,3438.6,37779,-23.238,0,1,16,3458.438,-19.838,-1,2.5823,2.5766,2.6104,2.6412
2017/3/1,IF1704,3418,3422.6,3113,-40.438,0,1,51,3458.438,-35.838,-1,2.5823,2.5766,2.6104,2.6412
2017/3/1,IF1706,3380.6,3385.6,5810,-77.838,0,1,107,3458.438,-72.838,-1,2.5823,2.5766,2.6104,2.6412
2017/3/1,IF1709,3325,3332.8,2265,-133.438,0,1,198,3458.438,-125.638,-1,2.5823,2.5766,2.6104,2.6412
2017/3/1,IH1703,2364,2365.6,25432,-7.925,0,3,16,2371.925,-6.325,-1,2.5823,2.5766,2.6104,2.6412
2017/3/1,IH1704,2360.4,2361.6,2422,-11.525,0,3,51,2371.925,-10.325,-1,2.5823,2.5766,2.6104,2.6412
2017/3/1,IH1706,2347.6,2350.2,4159,-24.325,0,3,107,2371.925,-21.725,-1,2.5823,2.5766,2.6104,2.6412
2017/3/1,IH1709,2317.4,2318.2,2042,-54.525,0,3,198,2371.925,-53.725,-1,2.5823,2.5766,2.6104,2.6412
2017/3/8,IC1703,6449.6,6439.6,21150,-47.488,0,2,9,6497.088,-57.488,-1,2.5199,2.5602,2.6519,2.719
2017/3/8,IC1704,6361.6,6352.4,5670,-135.488,0,2,44,6497.088,-144.688,-1,2.5199,2.5602,2.6519,2.719
2017/3/8,IC1706,6218.6,6202.8,7396,-278.488,0,2,100,6497.088,-294.288,-1,2.5199,2.5602,2.6519,2.719
2017/3/8,IC1709,6034.8,6022.2,2708,-462.288,0,2,191,6497.088,-474.888,-1,2.5199,2.5602,2.6519,2.719
2017/3/8,IF1703,3430.4,3428.6,33256,-18.331,0,1,9,3448.731,-20.131,-1,2.5199,2.5602,2.6519,2.719
2017/3/8,IF1704,3407,3407.8,5976,-41.731,0,1,44,3448.731,-40.931,-1,2.5199,2.5602,2.6519,2.719
2017/3/8,IF1706,3363.2,3359.6,7318,-85.531,0,1,100,3448.731,-89.131,-1,2.5199,2.5602,2.6519,2.719
2017/3/8,IF1709,3287,3285.6,2937,-161.731,0,1,191,3448.731,-163.131,-1,2.5199,2.5602,2.6519,2.719
2017/3/8,IH1703,2350.6,2351,24141,-7.474,0,3,9,2358.074,-7.074,-1,2.5199,2.5602,2.6519,2.719
2017/3/8,IH1704,2345.2,2344.8,4391,-12.874,0,3,44,2358.074,-13.274,-1,2.5199,2.5602,2.6519,2.719
2017/3/8,IH1706,2327,2326.4,4838,-31.074,0,3,100,2358.074,-31.674,-1,2.5199,2.5602,2.6519,2.719
2017/3/8,IH1709,2289.6,2289.8,2396,-68.474,0,3,191,2358.074,-68.274,-1,2.5199,2.5602,2.6519,2.719
2017/3/15,IC1703,6466.4,6470,11018,-19.662,0,2,2,6486.062,-16.062,-1,2.5109,2.6421,2.7193,2.7665
2017/3/15,IC1704,6376,6381.6,13730,-110.062,0,2,37,6486.062,-104.462,-1,2.5109,2.6421,2.7193,2.7665
2017/3/15,IC1706,6228.4,6228.6,9026,-257.662,0,2,93,6486.062,-257.462,-1,2.5109,2.6421,2.7193,2.7665
2017/3/15,IC1709,6024.2,6029,3472,-461.862,0,2,184,6486.062,-457.062,-1,2.5109,2.6421,2.7193,2.7665
2017/3/15,IF1703,3451.4,3451.4,15482,-12.244,0,1,2,3463.644,-12.244,-1,2.5109,2.6421,2.7193,2.7665
2017/3/15,IF1704,3423.8,3424.8,20945,-39.844,0,1,37,3463.644,-38.844,-1,2.5109,2.6421,2.7193,2.7665
2017/3/15,IF1706,3370.2,3372,10022,-93.444,0,1,93,3463.644,-91.644,-1,2.5109,2.6421,2.7193,2.7665
2017/3/15,IF1709,3300,3302,3393,-163.644,0,1,184,3463.644,-161.644,-1,2.5109,2.6421,2.7193,2.7665
2017/3/15,IH1703,2350.2,2348.6,9733,-7.107,0,3,2,2357.307,-8.707,-1,2.5109,2.6421,2.7193,2.7665
2017/3/15,IH1704,2343.6,2341.8,17047,-13.707,0,3,37,2357.307,-15.507,-1,2.5109,2.6421,2.7193,2.7665
2017/3/15,IH1706,2320.6,2319.8,6539,-36.707,0,3,93,2357.307,-37.507,-1,2.5109,2.6421,2.7193,2.7665
2017/3/15,IH1709,2283.6,2280.6,2403,-73.707,0,3,184,2357.307,-76.707,-1,2.5109,2.6421,2.7193,2.7665
2017/3/22,IC1704,6428.8,6424.2,23942,-70.993,0,2,30,6499.793,-75.593,-1,2.834,2.8462,2.8563,2.8604
2017/3/22,IC1705,6358,6349.6,450,-141.793,0,2,58,6499.793,-150.193,-1,2.834,2.8462,2.8563,2.8604
2017/3/22,IC1706,6303.4,6292.2,9956,-196.393,0,2,86,6499.793,-207.593,-1,2.834,2.8462,2.8563,2.8604
2017/3/22,IC1709,6125.2,6108.8,4015,-374.593,0,2,177,6499.793,-390.993,-1,2.834,2.8462,2.8563,2.8604
2017/3/22,IF1704,3421.4,3420,34814,-28.65,0,1,30,3450.05,-30.05,-1,2.834,2.8462,2.8563,2.8604
2017/3/22,IF1705,3403,3399.8,1109,-47.05,0,1,58,3450.05,-50.25,-1,2.834,2.8462,2.8563,2.8604
2017/3/22,IF1706,3366.4,3365,10940,-83.65,0,1,86,3450.05,-85.05,-1,2.834,2.8462,2.8563,2.8604
2017/3/22,IF1709,3289.2,3288.8,4031,-160.85,0,1,177,3450.05,-161.25,-1,2.834,2.8462,2.8563,2.8604
2017/3/22,IH1704,2331.8,2330.4,24473,-6.747,0,3,30,2338.547,-8.147,-1,2.834,2.8462,2.8563,2.8604
2017/3/22,IH1705,2326.2,2325.2,545,-12.347,0,3,58,2338.547,-13.347,-1,2.834,2.8462,2.8563,2.8604
2017/3/22,IH1706,2308.4,2308.8,7604,-30.147,0,3,86,2338.547,-29.747,-1,2.834,2.8462,2.8563,2.8604
2017/3/22,IH1709,2262.6,2263.2,2795,-75.947,0,3,177,2338.547,-75.347,-1,2.834,2.8462,2.8563,2.8604
2017/3/29,IC1704,6443.6,6453.8,23230,-36.943,0,2,23,6480.543,-26.743,-1,2.8663,2.8939,2.8997,2.832
2017/3/29,IC1705,6397,6403.6,1652,-83.543,0,2,51,6480.543,-76.943,-1,2.8663,2.8939,2.8997,2.832
2017/3/29,IC1706,6347.8,6362.6,10259,-132.743,0,2,79,6480.543,-117.943,-1,2.8663,2.8939,2.8997,2.832
2017/3/29,IC1709,6223,6232,4463,-257.543,0,2,170,6480.543,-248.543,-1,2.8663,2.8939,2.8997,2.832
2017/3/29,IF1704,3456.6,3459,35399,-8.593,0,1,23,3465.193,-6.193,-1,2.8663,2.8939,2.8997,2.832
2017/3/29,IF1705,3437.2,3440.4,2157,-27.993,0,1,51,3465.193,-24.793,-1,2.8663,2.8939,2.8997,2.832
2017/3/29,IF1706,3415.2,3414.8,11385,-49.993,0,1,79,3465.193,-50.393,-1,2.8663,2.8939,2.8997,2.832
2017/3/29,IF1709,3341.2,3347.6,4589,-123.993,0,1,170,3465.193,-117.593,-1,2.8663,2.8939,2.8997,2.832
2017/3/29,IH1704,2356.4,2354.4,21857,3.706,1,3,23,2352.694,1.706,1,2.8663,2.8939,2.8997,2.832
2017/3/29,IH1705,2349.4,2348.2,1666,-3.294,0,3,51,2352.694,-4.494,-1,2.8663,2.8939,2.8997,2.832
2017/3/29,IH1706,2333.4,2335.6,7351,-19.294,0,3,79,2352.694,-17.094,-1,2.8663,2.8939,2.8997,2.832
2017/3/29,IH1709,2289.6,2287,3080,-63.094,0,3,170,2352.694,-65.694,-1,2.8663,2.8939,2.8997,2.832
2017/4/5,IC1704,6538.6,6532.2,20948,-1.367,0,2,16,6539.967,-7.767,-1,2.8511,2.8801,2.8905,2.8918
2017/4/5,IC1705,6495.8,6491.4,2473,-44.167,0,2,44,6539.967,-48.567,-1,2.8511,2.8801,2.8905,2.8918
2017/4/5,IC1706,6447.6,6449.8,9787,-92.367,0,2,72,6539.967,-90.167,-1,2.8511,2.8801,2.8905,2.8918
2017/4/5,IC1709,6328,6333,4903,-211.967,0,2,163,6539.967,-206.967,-1,2.8511,2.8801,2.8905,2.8918
2017/4/5,IF1704,3507.2,3505.2,32358,3.307,1,1,16,3503.893,1.307,1,2.8511,2.8801,2.8905,2.8918
2017/4/5,IF1705,3492,3489.4,2970,-11.893,0,1,44,3503.893,-14.493,-1,2.8511,2.8801,2.8905,2.8918
2017/4/5,IF1706,3468.8,3468.4,11589,-35.093,0,1,72,3503.893,-35.493,-1,2.8511,2.8801,2.8905,2.8918
2017/4/5,IF1709,3404.8,3401.4,4808,-99.093,0,1,163,3503.893,-102.493,-1,2.8511,2.8801,2.8905,2.8918
2017/4/5,IH1704,2384.2,2382.4,20214,-0.064,0,3,16,2384.264,-1.864,-1,2.8511,2.8801,2.8905,2.8918
2017/4/5,IH1705,2377,2375.8,2100,-7.264,0,3,44,2384.264,-8.464,-1,2.8511,2.8801,2.8905,2.8918
2017/4/5,IH1706,2366,2365,7484,-18.264,0,3,72,2384.264,-19.264,-1,2.8511,2.8801,2.8905,2.8918
2017/4/5,IH1709,2316.8,2317.6,3435,-67.464,0,3,163,2384.264,-66.664,-1,2.8511,2.8801,2.8905,2.8918
2017/4/12,IC1704,6555.8,6571,19170,-20.676,0,2,9,6576.476,-5.476,-1,2.7104,2.7601,2.8838,2.8982
2017/4/12,IC1705,6503.4,6520,3906,-73.076,0,2,37,6576.476,-56.476,-1,2.7104,2.7601,2.8838,2.8982
2017/4/12,IC1706,6456.4,6470.6,9522,-120.076,0,2,65,6576.476,-105.876,-1,2.7104,2.7601,2.8838,2.8982
2017/4/12,IC1709,6351.2,6359,4960,-225.276,0,2,156,6576.476,-217.476,-1,2.7104,2.7601,2.8838,2.8982
2017/4/12,IF1704,3496,3497.8,29036,-13.439,0,1,9,3509.439,-11.639,-1,2.7104,2.7601,2.8838,2.8982
2017/4/12,IF1705,3473.6,3477.6,4991,-35.839,0,1,37,3509.439,-31.839,-1,2.7104,2.7601,2.8838,2.8982
2017/4/12,IF1706,3449.2,3453,11796,-60.239,0,1,65,3509.439,-56.439,-1,2.7104,2.7601,2.8838,2.8982
2017/4/12,IF1709,3383.2,3386,5035,-126.239,0,1,156,3509.439,-123.439,-1,2.7104,2.7601,2.8838,2.8982
2017/4/12,IH1704,2369.6,2368.4,16796,-9.263,0,3,9,2378.863,-10.463,-1,2.7104,2.7601,2.8838,2.8982
2017/4/12,IH1705,2361.4,2362.2,3803,-17.463,0,3,37,2378.863,-16.663,-1,2.7104,2.7601,2.8838,2.8982
2017/4/12,IH1706,2352.6,2349.8,7292,-26.263,0,3,65,2378.863,-29.063,-1,2.7104,2.7601,2.8838,2.8982
2017/4/12,IH1709,2306,2305.2,3661,-72.863,0,3,156,2378.863,-73.663,-1,2.7104,2.7601,2.8838,2.8982
2017/4/19,IC1704,6346.6,6345.8,10694,-4.047,0,2,2,6350.647,-4.847,-1,2.6069,2.7095,2.8806,3.0312
2017/4/19,IC1705,6311,6307.4,11610,-39.647,0,2,30,6350.647,-43.247,-1,2.6069,2.7095,2.8806,3.0312
2017/4/19,IC1706,6256,6262.4,10143,-94.647,0,2,58,6350.647,-88.247,-1,2.6069,2.7095,2.8806,3.0312
